year_id,location_name,rei_id,rei_name,age_group_name,sex,parameter,mean,upper,lower,unit
2017,Cambodia,122,Diet low in polyunsaturated fatty acids,All Available Ages,Male,continuous,0.01317686,0.013671099,0.012658813,%energy/day
2017,Cambodia,122,Diet low in polyunsaturated fatty acids,All Available Ages,Female,continuous,0.012879934,0.013342673,0.012388981,%energy/day
2017,Cambodia,123,Diet high in trans fatty acids,All Available Ages,Male,continuous,0.002330167,0.002428211,0.002235417,%energy/day
2017,Cambodia,123,Diet high in trans fatty acids,All Available Ages,Female,continuous,0.002839208,0.002959096,0.002732123,%energy/day
2017,Cambodia,124,Diet high in sodium,All Available Ages,Male,continuous,3.786466575,4.180405894,3.417846527,g/day
2017,Cambodia,124,Diet high in sodium,All Available Ages,Female,continuous,4.383364054,4.735065008,4.026451451,g/day
2017,Cambodia,147,Diet low in calcium,All Available Ages,Male,continuous,0.192044545,0.198837821,0.185463388,g/day
2017,Cambodia,147,Diet low in calcium,All Available Ages,Female,continuous,0.17053437,0.176115928,0.164555909,g/day
2017,Cambodia,333,Diet low in legumes,All Available Ages,Male,continuous,49.86626297,52.62216925,47.19620664,g/day
2017,Cambodia,333,Diet low in legumes,All Available Ages,Female,continuous,42.17167632,44.47617128,39.96493037,g/day
2017,Indonesia,111,Diet low in fruits,All Available Ages,Male,continuous,84.01108554,91.31596844,76.81314686,g/day
2017,Indonesia,111,Diet low in fruits,All Available Ages,Female,continuous,95.96907983,103.4173203,88.87294891,g/day
2017,Indonesia,112,Diet low in vegetables,All Available Ages,Male,continuous,88.04662451,93.84653317,82.73097192,g/day
2017,Indonesia,112,Diet low in vegetables,All Available Ages,Female,continuous,82.08262384,88.03434468,76.69736793,g/day
2017,Indonesia,113,Diet low in whole grains,All Available Ages,Male,continuous,59.5917576,63.5641903,55.89601917,g/day
2017,Indonesia,113,Diet low in whole grains,All Available Ages,Female,continuous,55.66999465,59.19709813,52.49304796,g/day
2017,Indonesia,114,Diet low in nuts and seeds,All Available Ages,Male,continuous,0.999623427,1.177739124,0.851037558,g/day
2017,Indonesia,114,Diet low in nuts and seeds,All Available Ages,Female,continuous,0.952156434,1.104332516,0.800494814,g/day
2017,Indonesia,115,Diet low in milk,All Available Ages,Male,continuous,6.581142819,7.110918472,6.114867986,g/day
2017,Indonesia,115,Diet low in milk,All Available Ages,Female,continuous,6.259329472,6.762639856,5.822870533,g/day
2017,Indonesia,116,Diet high in red meat,All Available Ages,Male,continuous,7.231694005,7.930858982,6.521599261,g/day
2017,Indonesia,116,Diet high in red meat,All Available Ages,Female,continuous,4.837224863,5.409266267,4.280866797,g/day
2017,Indonesia,117,Diet high in processed meat,All Available Ages,Male,continuous,0.416976531,0.495355469,0.356958622,g/day
2017,Indonesia,117,Diet high in processed meat,All Available Ages,Female,continuous,0.318735253,0.373055737,0.273081148,g/day
